thr,FP,FN,FPR,FNR,FP_plus_FN,max_FPR_FNR
0.58,104,135,0.2962962962962963,0.25862068965517243,239,0.2962962962962963
0.582,104,138,0.2962962962962963,0.26436781609195403,242,0.2962962962962963
0.584,103,139,0.2934472934472934,0.2662835249042146,242,0.2934472934472934
0.586,103,141,0.2934472934472934,0.27011494252873564,244,0.2934472934472934
0.588,103,142,0.2934472934472934,0.2720306513409962,245,0.2934472934472934
0.59,102,143,0.2905982905982906,0.2739463601532567,245,0.2905982905982906
0.592,101,143,0.28774928774928776,0.2739463601532567,244,0.28774928774928776
0.594,100,143,0.2849002849002849,0.2739463601532567,243,0.2849002849002849
0.596,100,144,0.2849002849002849,0.27586206896551724,244,0.2849002849002849
0.598,99,147,0.28205128205128205,0.28160919540229884,246,0.28205128205128205
0.6,98,147,0.2792022792022792,0.28160919540229884,245,0.28160919540229884
0.602,98,148,0.2792022792022792,0.2835249042145594,246,0.2835249042145594
0.604,97,150,0.27635327635327633,0.28735632183908044,247,0.28735632183908044
0.606,97,152,0.27635327635327633,0.29118773946360155,249,0.29118773946360155
0.608,96,153,0.27350427350427353,0.29310344827586204,249,0.29310344827586204
0.61,95,156,0.2706552706552707,0.2988505747126437,251,0.2988505747126437
0.612,93,159,0.26495726495726496,0.3045977011494253,252,0.3045977011494253
0.614,93,162,0.26495726495726496,0.3103448275862069,255,0.3103448275862069
0.616,93,164,0.26495726495726496,0.31417624521072796,257,0.31417624521072796
0.618,92,164,0.2621082621082621,0.31417624521072796,256,0.31417624521072796
0.62,89,165,0.2535612535612536,0.3160919540229885,254,0.3160919540229885
0.622,86,168,0.245014245014245,0.3218390804597701,254,0.3218390804597701
0.624,83,172,0.23646723646723647,0.32950191570881227,255,0.32950191570881227
0.626,79,175,0.22507122507122507,0.33524904214559387,254,0.33524904214559387
0.628,79,175,0.22507122507122507,0.33524904214559387,254,0.33524904214559387
0.63,77,178,0.21937321937321938,0.34099616858237547,255,0.34099616858237547
0.632,76,180,0.21652421652421652,0.3448275862068966,256,0.3448275862068966
0.634,71,182,0.2022792022792023,0.3486590038314176,253,0.3486590038314176
0.636,70,183,0.19943019943019943,0.3505747126436782,253,0.3505747126436782
0.638,69,185,0.19658119658119658,0.3544061302681992,254,0.3544061302681992
0.64,67,187,0.1908831908831909,0.35823754789272033,254,0.35823754789272033
0.642,66,191,0.18803418803418803,0.36590038314176243,257,0.36590038314176243
0.644,66,194,0.18803418803418803,0.3716475095785441,260,0.3716475095785441
0.646,65,196,0.18518518518518517,0.37547892720306514,261,0.37547892720306514
0.648,65,198,0.18518518518518517,0.3793103448275862,263,0.3793103448275862
0.65,65,200,0.18518518518518517,0.3831417624521073,265,0.3831417624521073
0.652,64,204,0.18233618233618235,0.39080459770114945,268,0.39080459770114945
0.654,62,210,0.17663817663817663,0.40229885057471265,272,0.40229885057471265
0.656,60,211,0.17094017094017094,0.4042145593869732,271,0.4042145593869732
0.658,59,212,0.16809116809116809,0.4061302681992337,271,0.4061302681992337
0.66,57,213,0.1623931623931624,0.40804597701149425,270,0.40804597701149425
0.662,56,217,0.15954415954415954,0.4157088122605364,273,0.4157088122605364
0.664,56,217,0.15954415954415954,0.4157088122605364,273,0.4157088122605364
0.666,56,219,0.15954415954415954,0.41954022988505746,275,0.41954022988505746
0.668,54,222,0.15384615384615385,0.42528735632183906,276,0.42528735632183906
0.67,53,223,0.150997150997151,0.4272030651340996,276,0.4272030651340996
0.672,52,227,0.14814814814814814,0.43486590038314177,279,0.43486590038314177
0.674,51,229,0.1452991452991453,0.4386973180076628,280,0.4386973180076628
0.676,50,231,0.14245014245014245,0.4425287356321839,281,0.4425287356321839
